ID,Side,Shape,Approx_dimensions_m,Adjacent_edges,Reference,Reuse,Required_before_model
CAP-01-05,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-00-05.bottom"", ""bottom"": ""CAP-02-05.top"", ""left"": ""CAP-01-04.right"", ""right"": ""CAP-01-06.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-01-06,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-00-06.bottom"", ""bottom"": ""CAP-02-06.top"", ""left"": ""CAP-01-05.right"", ""right"": ""CAP-01-07.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-01-07,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-00-07.bottom"", ""bottom"": ""CAP-02-07.top"", ""left"": ""CAP-01-06.right""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-00,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-00.bottom"", ""bottom"": ""CAP-03-00.top"", ""right"": ""CAP-02-01.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-01,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-01.bottom"", ""bottom"": ""CAP-03-01.top"", ""left"": ""CAP-02-00.right"", ""right"": ""CAP-02-02.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-02,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-02.bottom"", ""bottom"": ""CAP-03-02.top"", ""left"": ""CAP-02-01.right"", ""right"": ""CAP-02-03.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-03,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-03.bottom"", ""bottom"": ""CAP-03-03.top"", ""left"": ""CAP-02-02.right"", ""right"": ""CAP-02-04.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-04,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-04.bottom"", ""bottom"": ""CAP-03-04.top"", ""left"": ""CAP-02-03.right"", ""right"": ""CAP-02-05.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-05,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-05.bottom"", ""bottom"": ""CAP-03-05.top"", ""left"": ""CAP-02-04.right"", ""right"": ""CAP-02-06.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-06,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-06.bottom"", ""bottom"": ""CAP-03-06.top"", ""left"": ""CAP-02-05.right"", ""right"": ""CAP-02-07.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-02-07,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-01-07.bottom"", ""bottom"": ""CAP-03-07.top"", ""left"": ""CAP-02-06.right""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-00,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-00.bottom"", ""right"": ""CAP-03-01.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-01,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-01.bottom"", ""left"": ""CAP-03-00.right"", ""right"": ""CAP-03-02.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-02,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-02.bottom"", ""left"": ""CAP-03-01.right"", ""right"": ""CAP-03-03.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-03,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-03.bottom"", ""left"": ""CAP-03-02.right"", ""right"": ""CAP-03-04.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-04,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-04.bottom"", ""left"": ""CAP-03-03.right"", ""right"": ""CAP-03-05.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-05,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-05.bottom"", ""left"": ""CAP-03-04.right"", ""right"": ""CAP-03-06.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-06,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-06.bottom"", ""left"": ""CAP-03-05.right"", ""right"": ""CAP-03-07.left""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
CAP-03-07,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.231, ""height"": 0.301}","{""top"": ""CAP-02-07.bottom"", ""left"": ""CAP-03-06.right""}",cape-v2 + complete,"Candidate wrap layout as scaffold only; old back-cape deformation fails, so no accepted deformation reuse.",3×3 to 4×4 control grid; no whole sleeve/torso/cape in one part. Open edges stay unjoined.
BLT-00-00,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-07.right"", ""right"": ""BLT-00-01.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-01,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-00.right"", ""right"": ""BLT-00-02.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-02,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-01.right"", ""right"": ""BLT-00-03.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-03,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-02.right"", ""right"": ""BLT-00-04.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-04,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-03.right"", ""right"": ""BLT-00-05.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-05,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-04.right"", ""right"": ""BLT-00-06.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-06,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-05.right"", ""right"": ""BLT-00-07.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
BLT-00-07,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.155, ""height"": 0.082}","{""left"": ""BLT-00-06.right"", ""right"": ""BLT-00-00.left""}",lower FRONT + assembly waist,Candidate waist curve may be reused after layer-clearance check.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-00-00,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFL-01-00.top"", ""left"": ""CUFL-00-03.right"", ""right"": ""CUFL-00-01.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-00-01,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFL-01-01.top"", ""left"": ""CUFL-00-00.right"", ""right"": ""CUFL-00-02.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-00-02,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFL-01-02.top"", ""left"": ""CUFL-00-01.right"", ""right"": ""CUFL-00-03.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-00-03,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFL-01-03.top"", ""left"": ""CUFL-00-02.right"", ""right"": ""CUFL-00-00.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-01-00,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFL-00-00.bottom"", ""left"": ""CUFL-01-03.right"", ""right"": ""CUFL-01-01.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-01-01,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFL-00-01.bottom"", ""left"": ""CUFL-01-00.right"", ""right"": ""CUFL-01-02.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-01-02,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFL-00-02.bottom"", ""left"": ""CUFL-01-01.right"", ""right"": ""CUFL-01-03.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFL-01-03,L,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFL-00-03.bottom"", ""left"": ""CUFL-01-02.right"", ""right"": ""CUFL-01-00.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
WRP-L-0,L,one narrow crossing leather ribbon with four edge controls,"{""width"": 0.012, ""length"": 0.15}","[""CUFL-00-*"", ""CUFL-01-*""]",hands-staff,No modeled cross-wrap ribbon in current candidate; new reference required.,Ribbon follows cuff surface with defined clearance; does not bind rigidly across a bending joint.
WRP-L-1,L,one narrow crossing leather ribbon with four edge controls,"{""width"": 0.012, ""length"": 0.15}","[""CUFL-00-*"", ""CUFL-01-*""]",hands-staff,No modeled cross-wrap ribbon in current candidate; new reference required.,Ribbon follows cuff surface with defined clearance; does not bind rigidly across a bending joint.
WRP-L-2,L,one narrow crossing leather ribbon with four edge controls,"{""width"": 0.012, ""length"": 0.15}","[""CUFL-00-*"", ""CUFL-01-*""]",hands-staff,No modeled cross-wrap ribbon in current candidate; new reference required.,Ribbon follows cuff surface with defined clearance; does not bind rigidly across a bending joint.
CUFR-00-00,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFR-01-00.top"", ""left"": ""CUFR-00-03.right"", ""right"": ""CUFR-00-01.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-00-01,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFR-01-01.top"", ""left"": ""CUFR-00-00.right"", ""right"": ""CUFR-00-02.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-00-02,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFR-01-02.top"", ""left"": ""CUFR-00-01.right"", ""right"": ""CUFR-00-03.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-00-03,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""bottom"": ""CUFR-01-03.top"", ""left"": ""CUFR-00-02.right"", ""right"": ""CUFR-00-00.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-01-00,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFR-00-00.bottom"", ""left"": ""CUFR-01-03.right"", ""right"": ""CUFR-01-01.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-01-01,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFR-00-01.bottom"", ""left"": ""CUFR-01-00.right"", ""right"": ""CUFR-01-02.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-01-02,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFR-00-02.bottom"", ""left"": ""CUFR-01-01.right"", ""right"": ""CUFR-01-03.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
CUFR-01-03,R,"one shallow curved quad, at most one primary fold/crease","{""width"": 0.085, ""height"": 0.1}","{""top"": ""CUFR-00-03.bottom"", ""left"": ""CUFR-01-02.right"", ""right"": ""CUFR-01-00.left""}",hands-staff cuff + upper,Candidate cuff coverage/rig endpoints only; crossing wrap bands need their own micro references.,3×3 to 4×4 control grid; shared edge control IDs and weights before welding.
WRP-R-0,R,one narrow crossing leather ribbon with four edge controls,"{""width"": 0.012, ""length"": 0.15}","[""CUFR-00-*"", ""CUFR-01-*""]",hands-staff,No modeled cross-wrap ribbon in current candidate; new reference required.,Ribbon follows cuff surface with defined clearance; does not bind rigidly across a bending joint.
WRP-R-1,R,one narrow crossing leather ribbon with four edge controls,"{""width"": 0.012, ""length"": 0.15}","[""CUFR-00-*"", ""CUFR-01-*""]",hands-staff,No modeled cross-wrap ribbon in current candidate; new reference required.,Ribbon follows cuff surface with defined clearance; does not bind rigidly across a bending joint.
WRP-R-2,R,one narrow crossing leather ribbon with four edge controls,"{""width"": 0.012, ""length"": 0.15}","[""CUFR-00-*"", ""CUFR-01-*""]",hands-staff,No modeled cross-wrap ribbon in current candidate; new reference required.,Ribbon follows cuff surface with defined clearance; does not bind rigidly across a bending joint.
BUCKLE-ARC-0,C,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.057, ""outerRadius"": 0.036, ""thickness"": 0.007}","[""BUCKLE-ARC-3"", ""BUCKLE-ARC-1""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BUCKLE-ARC-1,C,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.057, ""outerRadius"": 0.036, ""thickness"": 0.007}","[""BUCKLE-ARC-0"", ""BUCKLE-ARC-2""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BUCKLE-ARC-2,C,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.057, ""outerRadius"": 0.036, ""thickness"": 0.007}","[""BUCKLE-ARC-1"", ""BUCKLE-ARC-3""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BUCKLE-ARC-3,C,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.057, ""outerRadius"": 0.036, ""thickness"": 0.007}","[""BUCKLE-ARC-2"", ""BUCKLE-ARC-0""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
HANGER-ARC-0,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""HANGER-ARC-3"", ""HANGER-ARC-1""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
HANGER-ARC-1,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""HANGER-ARC-0"", ""HANGER-ARC-2""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
HANGER-ARC-2,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""HANGER-ARC-1"", ""HANGER-ARC-3""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
HANGER-ARC-3,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""HANGER-ARC-2"", ""HANGER-ARC-0""]",lower FRONT,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-L-ARC-0,L,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-L-ARC-3"", ""BROOCH-L-ARC-1""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-L-ARC-1,L,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-L-ARC-0"", ""BROOCH-L-ARC-2""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-L-ARC-2,L,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-L-ARC-1"", ""BROOCH-L-ARC-3""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-L-ARC-3,L,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-L-ARC-2"", ""BROOCH-L-ARC-0""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-L-DISC,L,one shallow convex disc with ring seat,"{""diameter"": 0.042, ""depth"": 0.006}","[""BROOCH-L-ARC-*""]",complete + assembly brooch,Candidate tangent plane and centre position only.,No floral/spiral design invented; canonical ornament must be fixed first.
BROOCH-R-ARC-0,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-R-ARC-3"", ""BROOCH-R-ARC-1""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-R-ARC-1,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-R-ARC-0"", ""BROOCH-R-ARC-2""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-R-ARC-2,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-R-ARC-1"", ""BROOCH-R-ARC-3""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-R-ARC-3,R,one quarter-annulus with explicit front/back bevel,"{""arcLength"": 0.042, ""outerRadius"": 0.027, ""thickness"": 0.007}","[""BROOCH-R-ARC-2"", ""BROOCH-R-ARC-0""]",complete + assembly brooch,Candidate local ring path/tangent frame may be reused; decorative reference match not verified.,Four matching quarters form one closed ring. Hardware uses existing brass batch.
BROOCH-R-DISC,R,one shallow convex disc with ring seat,"{""diameter"": 0.042, ""depth"": 0.006}","[""BROOCH-R-ARC-*""]",complete + assembly brooch,Candidate tangent plane and centre position only.,No floral/spiral design invented; canonical ornament must be fixed first.
TONGUE-0,R,one straight or tapered leather strip section,"{""width"": 0.048, ""height"": 0.117}","[""HANGER-ARC-*"", ""TONGUE-1""]",lower FRONT,Existing strip centreline reusable only after front-layer clearance checks.,"Three strips form one hanging belt tail; shared edge ID, no independent floating pieces."
TONGUE-1,R,one straight or tapered leather strip section,"{""width"": 0.048, ""height"": 0.117}","[""TONGUE-0"", ""TONGUE-2""]",lower FRONT,Existing strip centreline reusable only after front-layer clearance checks.,"Three strips form one hanging belt tail; shared edge ID, no independent floating pieces."
TONGUE-2,R,one straight or tapered leather strip section,"{""width"": 0.048, ""height"": 0.117}","[""TONGUE-1"", ""free tip""]",lower FRONT,Existing strip centreline reusable only after front-layer clearance checks.,"Three strips form one hanging belt tail; shared edge ID, no independent floating pieces."
BUCKLE-PIN,C,one short bent pin with hinge end,"{""length"": 0.041, ""radius"": 0.003}","[""BUCKLE-ARC-*"", ""BLT-00-*""]",lower FRONT + assembly waist,Not present as a complete candidate part.,Exact hole/pin relation must be supplied in the micro reference.
